Country_Region,Location,Opening_Stock,Delivered_In,Delivered_Out,Closing_Stock,Open_Tonnage,Cancelled_Tonnage,Date,Location_Key
Korea (South),Busan,7350,0,0,7350,5475,1875,20240305,Korea (South)_Busan
Belgium,Antwerp,0,0,0,0,0,0,20240305,Belgium_Antwerp
Korea (South),Incheon,0,0,0,0,0,0,20240305,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20240305,Malaysia_Johor
Malaysia,Port Klang,950,0,0,950,625,325,20240305,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240305,Netherlands_Moerdijk
Korea (South),Gwangyang,0,0,0,0,0,0,20240305,Korea (South)_Gwangyang
Netherlands,Vlissingen,0,0,0,0,0,0,20240306,Netherlands_Vlissingen
Italy,Leghorn,100,0,50,50,50,0,20240306,Italy_Leghorn
Italy,Trieste,75,0,0,75,75,0,20240306,Italy_Trieste
Korea (South),Busan,7350,0,0,7350,5475,1875,20240306,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20240306,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20240306,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20240306,Malaysia_Johor
Malaysia,Port Klang,950,0,25,925,625,300,20240306,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240306,Netherlands_Moerdijk
Netherlands,Rotterdam,44000,0,25,43975,43575,400,20240306,Netherlands_Rotterdam
Singapore,Singapore,9350,0,0,9350,8900,450,20240306,Singapore_Singapore
Belgium,Antwerp,0,0,0,0,0,0,20240306,Belgium_Antwerp
Spain,Bilbao,0,0,0,0,0,0,20240306,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240306,Sweden_Helsingborg
Taiwan,Kaohsiung,1275,0,100,1175,425,750,20240306,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240306,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20240306,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20240306,UK_Liverpool
USA,Baltimore,50,0,0,50,50,0,20240306,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20240306,USA_Chicago
USA,Mobile,1975,0,0,1975,1975,0,20240306,USA_Mobile
USA,New Orleans,36950,0,50,36900,30625,6275,20240306,USA_New Orleans
Spain,Barcelona,0,0,0,0,0,0,20240306,Spain_Barcelona
Germany,Hamburg,11675,0,0,11675,10025,1650,20240306,Germany_Hamburg
Germany,Hamburg,11675,0,0,11675,10025,1650,20240307,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20240307,Belgium_Antwerp
Taiwan,Kaohsiung,1175,150,0,1325,575,750,20240307,Taiwan_Kaohsiung
USA,New Orleans,36900,0,825,36075,30625,5450,20240307,USA_New Orleans
USA,Mobile,1975,0,0,1975,1975,0,20240307,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20240307,USA_Chicago
USA,Baltimore,50,0,0,50,50,0,20240307,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20240307,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20240307,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20240307,UAE_Dubai
Sweden,Helsingborg,0,0,0,0,0,0,20240307,Sweden_Helsingborg
Spain,Bilbao,0,0,0,0,0,0,20240307,Spain_Bilbao
Singapore,Singapore,9350,0,0,9350,8900,450,20240307,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20240307,Spain_Barcelona
Netherlands,Rotterdam,43975,0,50,43925,43575,350,20240307,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20240307,Netherlands_Moerdijk
Malaysia,Port Klang,925,0,0,925,625,300,20240307,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20240307,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20240307,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20240307,Korea (South)_Gwangyang
Korea (South),Busan,7350,0,0,7350,5475,1875,20240307,Korea (South)_Busan
Italy,Trieste,75,0,0,75,75,0,20240307,Italy_Trieste
Italy,Leghorn,50,0,0,50,50,0,20240307,Italy_Leghorn
Netherlands,Vlissingen,0,0,0,0,0,0,20240307,Netherlands_Vlissingen
Sweden,Helsingborg,0,0,0,0,0,0,20240308,Sweden_Helsingborg
UK,Hull,0,0,0,0,0,0,20240308,UK_Hull
Taiwan,Kaohsiung,1325,0,0,1325,575,750,20240308,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240308,UAE_Dubai
UK,Liverpool,0,0,0,0,0,0,20240308,UK_Liverpool
Belgium,Antwerp,0,0,0,0,0,0,20240308,Belgium_Antwerp
USA,Chicago,0,0,0,0,0,0,20240308,USA_Chicago
Germany,Hamburg,11675,0,975,10700,10025,675,20240308,Germany_Hamburg
Spain,Bilbao,0,0,0,0,0,0,20240308,Spain_Bilbao
USA,New Orleans,36075,0,750,35325,30625,4700,20240308,USA_New Orleans
USA,Baltimore,50,0,0,50,50,0,20240308,USA_Baltimore
Spain,Barcelona,0,0,0,0,0,0,20240308,Spain_Barcelona
USA,Mobile,1975,0,0,1975,1975,0,20240308,USA_Mobile
Netherlands,Vlissingen,0,0,0,0,0,0,20240308,Netherlands_Vlissingen
Netherlands,Rotterdam,43925,0,25,43900,43575,325,20240308,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20240308,Netherlands_Moerdijk
Malaysia,Port Klang,925,0,200,725,625,100,20240308,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20240308,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20240308,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20240308,Korea (South)_Gwangyang
Korea (South),Busan,7350,0,0,7350,5475,1875,20240308,Korea (South)_Busan
Italy,Trieste,75,0,0,75,75,0,20240308,Italy_Trieste
Italy,Leghorn,50,0,0,50,50,0,20240308,Italy_Leghorn
Singapore,Singapore,9350,0,0,9350,8900,450,20240308,Singapore_Singapore
Singapore,Singapore,9350,0,0,9350,8900,450,20240311,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20240311,Spain_Barcelona
Spain,Bilbao,0,0,0,0,0,0,20240311,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240311,Sweden_Helsingborg
UK,Hull,0,0,0,0,0,0,20240311,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20240311,UAE_Dubai
Netherlands,Vlissingen,0,0,0,0,0,0,20240311,Netherlands_Vlissingen
UK,Liverpool,0,0,0,0,0,0,20240311,UK_Liverpool
Taiwan,Kaohsiung,1325,200,0,1525,775,750,20240311,Taiwan_Kaohsiung
Netherlands,Rotterdam,43900,0,0,43900,43575,325,20240311,Netherlands_Rotterdam
Korea (South),Gwangyang,0,0,0,0,0,0,20240311,Korea (South)_Gwangyang
Malaysia,Port Klang,725,0,100,625,575,50,20240311,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20240311,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20240311,Korea (South)_Incheon
USA,Baltimore,50,0,0,50,50,0,20240311,USA_Baltimore
Korea (South),Busan,7350,0,0,7350,5475,1875,20240311,Korea (South)_Busan
Italy,Trieste,75,0,0,75,75,0,20240311,Italy_Trieste
Italy,Leghorn,50,0,0,50,50,0,20240311,Italy_Leghorn
Germany,Hamburg,10700,0,0,10700,10025,675,20240311,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20240311,Belgium_Antwerp
USA,Mobile,1975,0,0,1975,1975,0,20240311,USA_Mobile
USA,New Orleans,35325,0,50,35275,25150,10125,20240311,USA_New Orleans
Netherlands,Moerdijk,0,0,0,0,0,0,20240311,Netherlands_Moerdijk
USA,Chicago,0,0,0,0,0,0,20240311,USA_Chicago
Spain,Bilbao,0,0,0,0,0,0,20240312,Spain_Bilbao
UK,Hull,0,0,0,0,0,0,20240312,UK_Hull
USA,Chicago,0,0,0,0,0,0,20240312,USA_Chicago
Belgium,Antwerp,0,0,0,0,0,0,20240312,Belgium_Antwerp
USA,New Orleans,35275,0,925,34350,25150,9200,20240312,USA_New Orleans
USA,Mobile,1975,0,0,1975,1975,0,20240312,USA_Mobile
Germany,Hamburg,10700,0,0,10700,10025,675,20240312,Germany_Hamburg
Italy,Leghorn,50,0,0,50,50,0,20240312,Italy_Leghorn
Italy,Trieste,75,0,0,75,75,0,20240312,Italy_Trieste
Korea (South),Busan,7350,0,1000,6350,5475,875,20240312,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20240312,Korea (South)_Gwangyang
UK,Liverpool,0,0,0,0,0,0,20240312,UK_Liverpool
Korea (South),Incheon,0,0,0,0,0,0,20240312,Korea (South)_Incheon
Malaysia,Port Klang,625,0,0,625,575,50,20240312,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240312,Netherlands_Moerdijk
Netherlands,Rotterdam,43900,0,50,43850,40250,3600,20240312,Netherlands_Rotterdam
Netherlands,Vlissingen,0,0,0,0,0,0,20240312,Netherlands_Vlissingen
Singapore,Singapore,9350,0,0,9350,8900,450,20240312,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20240312,Spain_Barcelona
Sweden,Helsingborg,0,0,0,0,0,0,20240312,Sweden_Helsingborg
Taiwan,Kaohsiung,1525,0,0,1525,775,750,20240312,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240312,UAE_Dubai
Malaysia,Johor,25,0,0,25,0,25,20240312,Malaysia_Johor
USA,Baltimore,50,0,0,50,50,0,20240312,USA_Baltimore
UK,Hull,0,0,0,0,0,0,20240313,UK_Hull
Netherlands,Vlissingen,0,0,0,0,0,0,20240313,Netherlands_Vlissingen
Italy,Leghorn,50,0,0,50,50,0,20240313,Italy_Leghorn
Italy,Trieste,75,0,0,75,75,0,20240313,Italy_Trieste
Korea (South),Busan,6350,0,0,6350,5475,875,20240313,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20240313,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20240313,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20240313,Malaysia_Johor
Malaysia,Port Klang,625,0,0,625,575,50,20240313,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240313,Netherlands_Moerdijk
Netherlands,Rotterdam,43850,0,25,43825,40250,3575,20240313,Netherlands_Rotterdam
Singapore,Singapore,9350,0,250,9100,8900,200,20240313,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20240313,Spain_Barcelona
Spain,Bilbao,0,0,0,0,0,0,20240313,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240313,Sweden_Helsingborg
Taiwan,Kaohsiung,1525,0,0,1525,775,750,20240313,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240313,UAE_Dubai
UK,Liverpool,0,0,0,0,0,0,20240313,UK_Liverpool
USA,Baltimore,50,0,0,50,50,0,20240313,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20240313,USA_Chicago
USA,Mobile,1975,0,0,1975,1975,0,20240313,USA_Mobile
Germany,Hamburg,10700,0,200,10500,10025,475,20240313,Germany_Hamburg
USA,New Orleans,34350,0,400,33950,25150,8800,20240313,USA_New Orleans
Belgium,Antwerp,0,0,0,0,0,0,20240313,Belgium_Antwerp
USA,Mobile,1975,0,0,1975,1975,0,20240314,USA_Mobile
Belgium,Antwerp,0,0,0,0,0,0,20240314,Belgium_Antwerp
Germany,Hamburg,10500,0,0,10500,10025,475,20240314,Germany_Hamburg
Italy,Leghorn,50,0,0,50,50,0,20240314,Italy_Leghorn
Italy,Trieste,75,0,0,75,75,0,20240314,Italy_Trieste
Korea (South),Busan,6350,0,700,5650,5475,175,20240314,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20240314,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20240314,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20240314,Malaysia_Johor
Malaysia,Port Klang,625,0,0,625,575,50,20240314,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240314,Netherlands_Moerdijk
USA,New Orleans,33950,0,225,33725,25150,8575,20240314,USA_New Orleans
Netherlands,Rotterdam,43825,0,25,43800,40250,3550,20240314,Netherlands_Rotterdam
Netherlands,Vlissingen,0,0,0,0,0,0,20240314,Netherlands_Vlissingen
Singapore,Singapore,9100,0,0,9100,8900,200,20240314,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20240314,Spain_Barcelona
Spain,Bilbao,0,0,0,0,0,0,20240314,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240314,Sweden_Helsingborg
Taiwan,Kaohsiung,1525,200,0,1725,975,750,20240314,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240314,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20240314,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20240314,UK_Liverpool
USA,Chicago,0,0,0,0,0,0,20240314,USA_Chicago
USA,Baltimore,50,0,0,50,50,0,20240314,USA_Baltimore
Netherlands,Vlissingen,0,0,0,0,0,0,20240315,Netherlands_Vlissingen
USA,Chicago,0,0,0,0,0,0,20240315,USA_Chicago
Italy,Trieste,75,0,0,75,75,0,20240315,Italy_Trieste
Korea (South),Busan,5650,0,0,5650,5475,175,20240315,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20240315,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20240315,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20240315,Malaysia_Johor
Malaysia,Port Klang,625,0,50,575,575,0,20240315,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240315,Netherlands_Moerdijk
Netherlands,Rotterdam,43800,0,100,43700,40250,3450,20240315,Netherlands_Rotterdam
USA,Mobile,1975,0,0,1975,1975,0,20240315,USA_Mobile
Belgium,Antwerp,0,0,0,0,0,0,20240315,Belgium_Antwerp
Spain,Barcelona,0,0,0,0,0,0,20240315,Spain_Barcelona
Spain,Bilbao,0,0,0,0,0,0,20240315,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240315,Sweden_Helsingborg
Taiwan,Kaohsiung,1725,0,0,1725,975,750,20240315,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240315,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20240315,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20240315,UK_Liverpool
USA,Baltimore,50,0,0,50,50,0,20240315,USA_Baltimore
Singapore,Singapore,9100,0,0,9100,8900,200,20240315,Singapore_Singapore
USA,New Orleans,33725,0,325,33400,18300,15100,20240315,USA_New Orleans
Germany,Hamburg,10500,0,0,10500,10025,475,20240315,Germany_Hamburg
Italy,Leghorn,50,0,0,50,50,0,20240315,Italy_Leghorn
Belgium,Antwerp,0,0,0,0,0,0,20240318,Belgium_Antwerp
Germany,Hamburg,10500,0,0,10500,10025,475,20240318,Germany_Hamburg
USA,New Orleans,33400,0,75,33325,17100,16225,20240318,USA_New Orleans
USA,Mobile,1975,0,0,1975,1975,0,20240318,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20240318,USA_Chicago
USA,Baltimore,50,0,0,50,50,0,20240318,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20240318,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20240318,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20240318,UAE_Dubai
Taiwan,Kaohsiung,1725,150,0,1875,1125,750,20240318,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20240318,Sweden_Helsingborg
Spain,Bilbao,0,0,0,0,0,0,20240318,Spain_Bilbao
Netherlands,Vlissingen,0,0,0,0,0,0,20240318,Netherlands_Vlissingen
Singapore,Singapore,9100,0,0,9100,8900,200,20240318,Singapore_Singapore
Netherlands,Rotterdam,43700,0,25,43675,40250,3425,20240318,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20240318,Netherlands_Moerdijk
Malaysia,Port Klang,575,0,0,575,350,225,20240318,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20240318,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20240318,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20240318,Korea (South)_Gwangyang
Korea (South),Busan,5650,0,175,5475,5475,0,20240318,Korea (South)_Busan
Italy,Trieste,75,0,0,75,75,0,20240318,Italy_Trieste
Italy,Leghorn,50,0,0,50,50,0,20240318,Italy_Leghorn
Spain,Barcelona,0,0,0,0,0,0,20240318,Spain_Barcelona
Netherlands,Rotterdam,43675,6050,50,49675,46000,3675,20240319,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20240319,Netherlands_Moerdijk
Malaysia,Port Klang,575,0,0,575,350,225,20240319,Malaysia_Port Klang
Italy,Trieste,75,0,0,75,75,0,20240319,Italy_Trieste
Korea (South),Incheon,0,0,0,0,0,0,20240319,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20240319,Korea (South)_Gwangyang
Korea (South),Busan,5475,0,0,5475,5475,0,20240319,Korea (South)_Busan
Netherlands,Vlissingen,0,0,0,0,0,0,20240319,Netherlands_Vlissingen
Malaysia,Johor,25,0,0,25,0,25,20240319,Malaysia_Johor
Singapore,Singapore,9100,0,0,9100,8900,200,20240319,Singapore_Singapore
UAE,Dubai,0,0,0,0,0,0,20240319,UAE_Dubai
Spain,Bilbao,0,0,0,0,0,0,20240319,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240319,Sweden_Helsingborg
Taiwan,Kaohsiung,1875,0,0,1875,1125,750,20240319,Taiwan_Kaohsiung
UK,Hull,0,0,0,0,0,0,20240319,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20240319,UK_Liverpool
USA,Baltimore,50,0,0,50,50,0,20240319,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20240319,USA_Chicago
USA,Mobile,1975,0,0,1975,1975,0,20240319,USA_Mobile
USA,New Orleans,33325,0,375,32950,17100,15850,20240319,USA_New Orleans
Spain,Barcelona,0,0,0,0,0,0,20240319,Spain_Barcelona
Belgium,Antwerp,0,0,0,0,0,0,20240319,Belgium_Antwerp
Germany,Hamburg,10500,0,0,10500,10025,475,20240319,Germany_Hamburg
Italy,Leghorn,50,0,0,50,50,0,20240319,Italy_Leghorn
Germany,Hamburg,10500,0,475,10025,10025,0,20240320,Germany_Hamburg
Italy,Leghorn,50,0,0,50,50,0,20240320,Italy_Leghorn
Italy,Trieste,75,0,0,75,75,0,20240320,Italy_Trieste
Korea (South),Busan,5475,0,0,5475,5475,0,20240320,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20240320,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20240320,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20240320,Malaysia_Johor
Malaysia,Port Klang,575,0,0,575,350,225,20240320,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240320,Netherlands_Moerdijk
Netherlands,Rotterdam,49675,0,50,49625,46000,3625,20240320,Netherlands_Rotterdam
Singapore,Singapore,9100,0,0,9100,8900,200,20240320,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20240320,Spain_Barcelona
Spain,Bilbao,0,0,0,0,0,0,20240320,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240320,Sweden_Helsingborg
Taiwan,Kaohsiung,1875,0,0,1875,1125,750,20240320,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240320,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20240320,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20240320,UK_Liverpool
USA,Baltimore,50,0,0,50,50,0,20240320,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20240320,USA_Chicago
USA,Mobile,1975,0,0,1975,1975,0,20240320,USA_Mobile
Belgium,Antwerp,0,0,0,0,0,0,20240320,Belgium_Antwerp
Netherlands,Vlissingen,0,0,0,0,0,0,20240320,Netherlands_Vlissingen
USA,New Orleans,32950,0,475,32475,17100,15375,20240320,USA_New Orleans
Italy,Leghorn,50,0,0,50,50,0,20240321,Italy_Leghorn
USA,New Orleans,32475,0,450,32025,17100,14925,20240321,USA_New Orleans
USA,Mobile,1975,0,0,1975,1975,0,20240321,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20240321,USA_Chicago
USA,Baltimore,50,0,0,50,50,0,20240321,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20240321,UK_Liverpool
UK,Hull,0,0,0,0,0,0,20240321,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20240321,UAE_Dubai
Taiwan,Kaohsiung,1875,0,0,1875,1125,750,20240321,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20240321,Sweden_Helsingborg
Spain,Bilbao,0,0,0,0,0,0,20240321,Spain_Bilbao
Spain,Barcelona,0,0,0,0,0,0,20240321,Spain_Barcelona
Singapore,Singapore,9100,3000,0,12100,11900,200,20240321,Singapore_Singapore
Netherlands,Vlissingen,0,0,0,0,0,0,20240321,Netherlands_Vlissingen
Netherlands,Rotterdam,49625,0,0,49625,46000,3625,20240321,Netherlands_Rotterdam
Netherlands,Moerdijk,0,0,0,0,0,0,20240321,Netherlands_Moerdijk
Malaysia,Port Klang,575,0,25,550,350,200,20240321,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20240321,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20240321,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20240321,Korea (South)_Gwangyang
Korea (South),Busan,5475,0,0,5475,5475,0,20240321,Korea (South)_Busan
Italy,Trieste,75,0,0,75,75,0,20240321,Italy_Trieste
Germany,Hamburg,10025,0,0,10025,10025,0,20240321,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20240321,Belgium_Antwerp
Belgium,Antwerp,0,0,0,0,0,0,20240322,Belgium_Antwerp
USA,Mobile,1975,0,0,1975,1975,0,20240322,USA_Mobile
Italy,Leghorn,50,125,0,175,175,0,20240322,Italy_Leghorn
Italy,Trieste,75,0,0,75,75,0,20240322,Italy_Trieste
Korea (South),Busan,5475,0,0,5475,5475,0,20240322,Korea (South)_Busan
Korea (South),Gwangyang,0,0,0,0,0,0,20240322,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20240322,Korea (South)_Incheon
Malaysia,Johor,25,0,0,25,0,25,20240322,Malaysia_Johor
Malaysia,Port Klang,550,0,200,350,250,100,20240322,Malaysia_Port Klang
Netherlands,Moerdijk,0,0,0,0,0,0,20240322,Netherlands_Moerdijk
Netherlands,Rotterdam,49625,5100,0,54725,51100,3625,20240322,Netherlands_Rotterdam
Netherlands,Vlissingen,0,0,0,0,0,0,20240322,Netherlands_Vlissingen
Germany,Hamburg,10025,0,0,10025,10025,0,20240322,Germany_Hamburg
USA,New Orleans,32025,0,875,31150,17100,14050,20240322,USA_New Orleans
Spain,Barcelona,0,0,0,0,0,0,20240322,Spain_Barcelona
Spain,Bilbao,0,0,0,0,0,0,20240322,Spain_Bilbao
Sweden,Helsingborg,0,0,0,0,0,0,20240322,Sweden_Helsingborg
Taiwan,Kaohsiung,1875,0,0,1875,1125,750,20240322,Taiwan_Kaohsiung
UAE,Dubai,0,0,0,0,0,0,20240322,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20240322,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20240322,UK_Liverpool
USA,Baltimore,50,0,0,50,50,0,20240322,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20240322,USA_Chicago
Singapore,Singapore,12100,0,100,12000,11900,100,20240322,Singapore_Singapore
Malaysia,Johor,25,0,0,25,0,25,20240325,Malaysia_Johor
Korea (South),Incheon,0,0,0,0,0,0,20240325,Korea (South)_Incheon
Korea (South),Gwangyang,0,0,0,0,0,0,20240325,Korea (South)_Gwangyang
Belgium,Antwerp,0,0,0,0,0,0,20240325,Belgium_Antwerp
Italy,Trieste,75,0,0,75,75,0,20240325,Italy_Trieste
Italy,Leghorn,175,0,0,175,175,0,20240325,Italy_Leghorn
Germany,Hamburg,10025,0,0,10025,10025,0,20240325,Germany_Hamburg
Malaysia,Port Klang,350,0,0,350,250,100,20240325,Malaysia_Port Klang
Korea (South),Busan,5475,0,0,5475,5475,0,20240325,Korea (South)_Busan
Netherlands,Moerdijk,0,0,0,0,0,0,20240325,Netherlands_Moerdijk
USA,Mobile,1975,0,0,1975,1975,0,20240325,USA_Mobile
Netherlands,Vlissingen,0,0,0,0,0,0,20240325,Netherlands_Vlissingen
Singapore,Singapore,12000,0,0,12000,11900,100,20240325,Singapore_Singapore
Spain,Barcelona,0,0,0,0,0,0,20240325,Spain_Barcelona
Sweden,Helsingborg,0,0,0,0,0,0,20240325,Sweden_Helsingborg
UAE,Dubai,0,0,0,0,0,0,20240325,UAE_Dubai
UK,Hull,0,0,0,0,0,0,20240325,UK_Hull
UK,Liverpool,0,0,0,0,0,0,20240325,UK_Liverpool
USA,Baltimore,50,0,0,50,50,0,20240325,USA_Baltimore
USA,Chicago,0,0,0,0,0,0,20240325,USA_Chicago
USA,New Orleans,31150,0,400,30750,15575,15175,20240325,USA_New Orleans
Netherlands,Rotterdam,54725,0,100,54625,51100,3525,20240325,Netherlands_Rotterdam
Taiwan,Kaohsiung,1875,0,0,1875,1125,750,20240325,Taiwan_Kaohsiung
Spain,Bilbao,0,0,0,0,0,0,20240325,Spain_Bilbao
Netherlands,Rotterdam,54625,0,3425,51200,51100,100,20240326,Netherlands_Rotterdam
USA,Mobile,1975,0,0,1975,1975,0,20240326,USA_Mobile
USA,Chicago,0,0,0,0,0,0,20240326,USA_Chicago
USA,Baltimore,50,0,0,50,50,0,20240326,USA_Baltimore
UK,Liverpool,0,0,0,0,0,0,20240326,UK_Liverpool
Spain,Barcelona,0,0,0,0,0,0,20240326,Spain_Barcelona
Singapore,Singapore,12000,0,0,12000,11900,100,20240326,Singapore_Singapore
Netherlands,Vlissingen,0,0,0,0,0,0,20240326,Netherlands_Vlissingen
Netherlands,Moerdijk,0,0,0,0,0,0,20240326,Netherlands_Moerdijk
Malaysia,Port Klang,350,0,0,350,250,100,20240326,Malaysia_Port Klang
Malaysia,Johor,25,0,0,25,0,25,20240326,Malaysia_Johor
Korea (South),Gwangyang,0,0,0,0,0,0,20240326,Korea (South)_Gwangyang
Korea (South),Incheon,0,0,0,0,0,0,20240326,Korea (South)_Incheon
Italy,Trieste,75,0,0,75,75,0,20240326,Italy_Trieste
Italy,Leghorn,175,0,0,175,175,0,20240326,Italy_Leghorn
Germany,Hamburg,10025,0,0,10025,10025,0,20240326,Germany_Hamburg
Belgium,Antwerp,0,0,0,0,0,0,20240326,Belgium_Antwerp
UK,Hull,0,0,0,0,0,0,20240326,UK_Hull
UAE,Dubai,0,0,0,0,0,0,20240326,UAE_Dubai
Taiwan,Kaohsiung,1875,0,0,1875,1125,750,20240326,Taiwan_Kaohsiung
Sweden,Helsingborg,0,0,0,0,0,0,20240326,Sweden_Helsingborg
Spain,Bilbao,0,0,0,0,0,0,20240326,Spain_Bilbao
USA,New Orleans,30750,0,875,29875,15575,14300,20240326,USA_New Orleans
Korea (South),Busan,5475,0,0,5475,5475,0,20240326,Korea (South)_Busan
